x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.7379669547080994,0.7128857374191284,-3.961375512062659e-07,0.669407069683075,0.6858598589897156,-0.02784857153892517,0.6178051233291626,0.5502912998199463,-0.03343397378921509,0.591537594795227,0.4324415922164917,-0.039048343896865845,0.5600733160972595,0.37015506625175476,-0.0386042483150959,0.6395142674446106,0.45037639141082764,0.002314066281542182,0.6336285471916199,0.34469687938690186,-0.023533795028924942,0.6491279602050781,0.419328510761261,-0.03734268248081207,0.6549955606460571,0.4859323501586914,-0.04109633341431618,0.6800572276115417,0.42865729331970215,0.00552787259221077,0.6769861578941345,0.3277628421783447,-0.01988879404962063,0.6888295412063599,0.4275466203689575,-0.026245448738336563,0.6909390687942505,0.48783138394355774,-0.022516774013638496,0.7220659255981445,0.4246786832809448,0.0019387821666896343,0.7255524396896362,0.3233743906021118,-0.023089047521352768,0.7268145680427551,0.41938847303390503,-0.015703557059168816,0.7221845388412476,0.48418912291526794,-0.0024941202718764544,0.76302170753479,0.43175095319747925,-0.004871923942118883,0.769172728061676,0.34677040576934814,-0.020431630313396454,0.7608832716941833,0.39970579743385315,-0.013640877790749073,0.7499517202377319,0.4489833116531372,-0.0033214713912457228,A
0.7430030107498169,0.745311975479126,-4.524156622665032e-07,0.672492265701294,0.7085210084915161,-0.02787439152598381,0.6211099624633789,0.5656565427780151,-0.03340405225753784,0.5955221652984619,0.44224679470062256,-0.03997798264026642,0.5648266077041626,0.3707672953605652,-0.04053279012441635,0.644478440284729,0.46703028678894043,0.00896068848669529,0.6394296884536743,0.3586767315864563,-0.01744399033486843,0.6518333554267883,0.43080028891563416,-0.03322119638323784,0.6570502519607544,0.49887949228286743,-0.03837050497531891,0.6858574748039246,0.4458484947681427,0.01131058856844902,0.6835074424743652,0.34204259514808655,-0.014751525595784187,0.6909418106079102,0.4405499994754791,-0.022775927558541298,0.6923418641090393,0.50391685962677,-0.01999673806130886,0.7282726168632507,0.44200459122657776,0.006132757291197777,0.7309147715568542,0.33566898107528687,-0.0199136920273304,0.7296451330184937,0.42957714200019836,-0.013587490655481815,0.7260003685951233,0.4987201988697052,-0.000615034659858793,0.7705898284912109,0.4495448172092438,-0.0024245111271739006,0.776329517364502,0.35686326026916504,-0.017661064863204956,0.7666704058647156,0.4073549509048462,-0.010550008155405521,0.756784975528717,0.4590062201023102,6.052363460185006e-06,A
0.7038235664367676,0.8519136309623718,-6.808595287566277e-08,0.6467803120613098,0.7816063165664673,-0.02961726486682892,0.6224245429039001,0.6666133403778076,-0.03856934979557991,0.6602278351783752,0.5672398805618286,-0.0421217642724514,0.7103502154350281,0.5334365367889404,-0.04279719665646553,0.6195868253707886,0.5239995718002319,-0.03644625097513199,0.5757405161857605,0.3826565742492676,-0.057187072932720184,0.548525333404541,0.30201035737991333,-0.07342491298913956,0.5330047607421875,0.23499947786331177,-0.08639352768659592,0.6619468927383423,0.4960644245147705,-0.036108557134866714,0.6449164152145386,0.31411534547805786,-0.05684328079223633,0.6359935402870178,0.20558041334152222,-0.07098043709993362,0.6274863481521606,0.1119031012058258,-0.08259288221597672,0.6999367475509644,0.5049530863761902,-0.03870059549808502,0.7012557983398438,0.3427366018295288,-0.06556622684001923,0.7031727433204651,0.23703959584236145,-0.08172287046909332,0.7035279273986816,0.15075010061264038,-0.0908874124288559,0.7455971837043762,0.5548191666603088,-0.043197426944971085,0.7747424244880676,0.427588552236557,-0.06239517033100128,0.8001481890678406,0.35141515731811523,-0.06976723670959473,0.813517153263092,0.28999847173690796,-0.07523651421070099,B
0.7121407389640808,0.8516576290130615,-1.231591539863075e-07,0.6532402038574219,0.7774938344955444,-0.03090742789208889,0.6263161897659302,0.6646987795829773,-0.0412580743432045,0.663091778755188,0.5625938773155212,-0.04557666927576065,0.715006411075592,0.5286788940429688,-0.047445379197597504,0.6260014772415161,0.5323482155799866,-0.04188496619462967,0.580839991569519,0.3858898878097534,-0.06450392305850983,0.5527591705322266,0.30034810304641724,-0.08226332813501358,0.5368553400039673,0.2317599058151245,-0.0962941125035286,0.6686128973960876,0.5010523796081543,-0.04060393571853638,0.6534305810928345,0.31441545486450195,-0.06248530000448227,0.6447315216064453,0.20946979522705078,-0.0791216641664505,0.6376824378967285,0.11832737922668457,-0.0929698720574379,0.7059646844863892,0.5054271221160889,-0.041694872081279755,0.7027952075004578,0.34556591510772705,-0.06937592476606369,0.7006984949111938,0.23645398020744324,-0.08989223092794418,0.6985357999801636,0.1492995321750641,-0.10244453698396683,0.7512860894203186,0.5558333396911621,-0.04444019868969917,0.7773184776306152,0.41977405548095703,-0.0634869858622551,0.800089955329895,0.34148290753364563,-0.07320395112037659,0.8117858171463013,0.28235411643981934,-0.08112727105617523,B
0.8456771373748779,0.7207247018814087,-2.8289215947552293e-07,0.7659245729446411,0.6961820721626282,-0.022052353248000145,0.6893476843833923,0.5963784456253052,-0.028360409662127495,0.6371519565582275,0.5046103000640869,-0.038947220891714096,0.6035808324813843,0.4177651107311249,-0.04611309617757797,0.719236433506012,0.4321158826351166,0.026665665209293365,0.6852618455886841,0.33844494819641113,0.0019671383779495955,0.6486530303955078,0.3222561478614807,-0.01789618842303753,0.620282769203186,0.3382799029350281,-0.026267265900969505,0.7517383098602295,0.3947881758213043,0.02190156653523445,0.7218375205993652,0.26606830954551697,-0.01105011161416769,0.6871232390403748,0.2728728652000427,-0.033028557896614075,0.6664089560508728,0.3172982335090637,-0.03819001466035843,0.7889211773872375,0.3748416006565094,0.009518747217953205,0.7474570274353027,0.25936877727508545,-0.03914496675133705,0.7377018332481384,0.3536287844181061,-0.05373852699995041,0.7518092393875122,0.461225301027298,-0.04566902667284012,0.8310876488685608,0.36133289337158203,-0.004051144700497389,0.7845333814620972,0.2586956024169922,-0.0427662618458271,0.7605893015861511,0.3135433793067932,-0.05006016790866852,0.7607673406600952,0.39999085664749146,-0.04369119182229042,C
0.8407521843910217,0.7186876535415649,-2.8978860200368217e-07,0.7613687515258789,0.687137246131897,-0.015446573495864868,0.6873797178268433,0.5871627926826477,-0.020722443237900734,0.6356415748596191,0.4990176558494568,-0.03099728934466839,0.5982837080955505,0.42112573981285095,-0.0375186987221241,0.7208002209663391,0.42196139693260193,0.029827944934368134,0.6998348236083984,0.3098307251930237,0.007475425489246845,0.669374406337738,0.3004148006439209,-0.011488712392747402,0.6489717364311218,0.32803404331207275,-0.020108835771679878,0.7534046769142151,0.3910582661628723,0.022103095427155495,0.728866696357727,0.25297993421554565,-0.0028425080236047506,0.6919205784797668,0.25587019324302673,-0.019886761903762817,0.6713307499885559,0.3018951416015625,-0.024717170745134354,0.7887803316116333,0.3759004473686218,0.006904026493430138,0.7510690689086914,0.24419382214546204,-0.028331371024250984,0.7253278493881226,0.30757617950439453,-0.038159169256687164,0.7252175211906433,0.3963192105293274,-0.03284673020243645,0.8291704058647156,0.36796441674232483,-0.00980254914611578,0.7859527468681335,0.2593165934085846,-0.03824879601597786,0.7574977874755859,0.3052927255630493,-0.042236655950546265,0.7523813843727112,0.3846112787723541,-0.037120845168828964,C
0.8290335536003113,0.7324972152709961,-4.5063612219564675e-07,0.7524973750114441,0.6990156173706055,-0.02200532890856266,0.6769093871116638,0.6122069954872131,-0.03240729868412018,0.6206995844841003,0.537433385848999,-0.04570380970835686,0.5856656432151794,0.45641466975212097,-0.056737206876277924,0.707788348197937,0.4474921226501465,0.018366394564509392,0.660462498664856,0.36704787611961365,-0.011402255855500698,0.6172009110450745,0.36598020792007446,-0.042313918471336365,0.5834792256355286,0.39165595173835754,-0.059848010540008545,0.7383737564086914,0.40800172090530396,0.014294812455773354,0.6947292685508728,0.29222071170806885,-0.012620708905160427,0.6538801789283752,0.30397364497184753,-0.03701207786798477,0.6256736516952515,0.3470516800880432,-0.0491330586373806,0.7734829783439636,0.39086365699768066,0.0029507277067750692,0.7287647724151611,0.25157082080841064,-0.02833855152130127,0.6920583844184875,0.28500914573669434,-0.040369272232055664,0.6760452389717102,0.34618598222732544,-0.04039699584245682,0.812751293182373,0.3872760534286499,-0.010757009498775005,0.7705894112586975,0.2793606221675873,-0.03565182536840439,0.7391592264175415,0.3140510320663452,-0.03886794298887253,0.727593183517456,0.37970295548439026,-0.035116299986839294,C
0.6856392025947571,0.7895140647888184,-3.9819019548303913e-07,0.632651686668396,0.7265855073928833,-0.004933944437652826,0.579477071762085,0.619420051574707,-0.012574739754199982,0.5489116907119751,0.5369723439216614,-0.023085884749889374,0.5294288992881775,0.48080578446388245,-0.03404626250267029,0.6059113144874573,0.43919700384140015,-0.015387866646051407,0.5614088773727417,0.31380695104599,-0.04187135025858879,0.5343278646469116,0.21667778491973877,-0.059551939368247986,0.5103815793991089,0.1408206820487976,-0.07183761894702911,0.6423267722129822,0.4342884421348572,-0.023217670619487762,0.5457808375358582,0.40692394971847534,-0.04557394981384277,0.5057693123817444,0.4421577751636505,-0.046194590628147125,0.4799855947494507,0.4633828103542328,-0.03974546864628792,0.6639097929000854,0.48175448179244995,-0.032261863350868225,0.5621954798698425,0.5589435696601868,-0.04785181209445,0.5716405510902405,0.6296607255935669,-0.034584932029247284,0.5978952646255493,0.6481028199195862,-0.021052345633506775,0.6738301515579224,0.5498907566070557,-0.042966753244400024,0.5875086188316345,0.6167501211166382,-0.05902043357491493,0.5943551063537598,0.6715786457061768,-0.05040435492992401,0.6210758090019226,0.6890242099761963,-0.037479713559150696,D
0.6534635424613953,0.8076127171516418,-2.984595539601287e-07,0.5959102511405945,0.7560032606124878,-0.02435675635933876,0.5522828102111816,0.6838771104812622,-0.04668670520186424,0.5234159231185913,0.6286349296569824,-0.06926989555358887,0.49643948674201965,0.5707496404647827,-0.09065749496221542,0.5931336283683777,0.485370010137558,-0.03740505874156952,0.5594067573547363,0.33818450570106506,-0.07618548721075058,0.5398522615432739,0.24390831589698792,-0.09829439967870712,0.5230761766433716,0.171027272939682,-0.11310548335313797,0.6333462595939636,0.4764799475669861,-0.04368971660733223,0.563093364238739,0.38050931692123413,-0.0906715840101242,0.5165984034538269,0.4374525845050812,-0.09579494595527649,0.4870550036430359,0.4711554944515228,-0.08630647510290146,0.6641561388969421,0.5134024620056152,-0.05339956656098366,0.5742969512939453,0.5586755871772766,-0.08675196021795273,0.5788615942001343,0.6511393189430237,-0.07043342292308807,0.6024352312088013,0.6764862537384033,-0.050928302109241486,0.6816959977149963,0.5717860460281372,-0.06719449162483215,0.6043110489845276,0.628057062625885,-0.09263882786035538,0.6044341921806335,0.6912060976028442,-0.08322016894817352,0.6287298202514648,0.7021600008010864,-0.06856532394886017,D
0.5896540880203247,0.7580975890159607,1.2047996733599575e-07,0.5643983483314514,0.7299213409423828,-0.03975428268313408,0.5652945041656494,0.6744033694267273,-0.06089029833674431,0.5977471470832825,0.642625093460083,-0.07782183587551117,0.6341357231140137,0.6341441869735718,-0.09151596575975418,0.5861614942550659,0.5587618350982666,-0.03789476305246353,0.6061283349990845,0.4735625684261322,-0.07110206037759781,0.6183457374572754,0.4889383316040039,-0.09287635236978531,0.6227954626083374,0.5240089297294617,-0.10422184318304062,0.6155182719230652,0.5753363370895386,-0.030822617933154106,0.6445035934448242,0.5100907683372498,-0.06807729601860046,0.6450591683387756,0.5592203140258789,-0.08707527816295624,0.637778103351593,0.5979551076889038,-0.09323547780513763,0.6366677284240723,0.604564368724823,-0.028626374900341034,0.6599060297012329,0.5822776556015015,-0.06684569269418716,0.6451640725135803,0.6288931965827942,-0.07859040796756744,0.6275074481964111,0.6605336666107178,-0.07754386961460114,0.6505324840545654,0.6425784230232239,-0.0291148591786623,0.6673232913017273,0.6273870468139648,-0.05878790467977524,0.6660498380661011,0.6540123224258423,-0.06886803358793259,0.6594341397285461,0.6753663420677185,-0.0702112689614296,D
